Unnamed,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
679,Acer,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16GB,807,Nvidia GeForce GTX 1050 Ti,Windows 10,679.37,69210.72
680,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,808,Nvidia GeForce GTX 1050,Windows 10,680.37,53168.112
681,Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,809,Intel HD Graphics 500,Windows 10,681.37,22324.32
682,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16GB,810,Nvidia GeForce GTX 1060,Windows 10,682.37,109277.28
683,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,811,AMD Radeon R5 520,Windows 10,683.37,37242.72
684,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,812,Intel UHD Graphics 620,Windows 10,684.37,79866.72
685,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16GB,813,Nvidia GeForce GTX 1070,Windows 10,685.37,149916.6
686,HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,814,AMD Radeon 520,Windows 10,686.37,32639.8608
687,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,815,AMD Radeon R5 M430,Windows 10,687.37,29073.2976
688,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6GB,816,AMD Radeon R7 M440,Windows 10,688.37,30316.32
689,Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4GB,817,Intel HD Graphics 510,Windows 10,689.37,16943.04
690,Acer,Notebook,14,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4GB,818,Intel HD Graphics 510,Chrome OS,690.37,19980
691,Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,819,Intel HD Graphics 620,Windows 10,691.37,37242.72
692,HP,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,820,Nvidia Quadro M1200,Windows 10,692.37,101657.7072
693,Lenovo,2 in 1 Convertible,14,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,8GB,821,Intel HD Graphics 620,Windows 10,693.37,137995.2
694,Toshiba,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,822,Intel HD Graphics 620,Windows 10,694.37,51841.44
695,Acer,Netbook,11.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4GB,823,Intel HD Graphics,Windows 10,695.37,14332.32
696,Lenovo,2 in 1 Convertible,14,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,824,Intel HD Graphics 620,Windows 10,696.37,93186.72
697,Asus,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core M M3-6Y30 0.9GHz,4GB,825,Intel HD Graphics 515,Chrome OS,697.37,35644.32
698,Toshiba,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,826,Intel HD Graphics 520,Windows 10,698.37,100006.56
652,Toshiba,Gaming,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7300HQ 2.5GHz,16GB,827,Intel HD Graphics 520,Windows 10,699.37,60199.84426
700,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,828,Nvidia GeForce GTX 1050,Windows 10,700.37,43636.32
701,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 2.9GHz,4GB,829,AMD Radeon 530,Windows 10,701.37,21258.72
702,Lenovo,Notebook,15.6,1366x768,AMD A12-Series 9720P 3.6GHz,8GB,830,AMD Radeon R7,Windows 10,702.37,22857.12
703,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,831,Intel HD Graphics 620,Windows 10,703.37,33110.856
704,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,832,Intel HD Graphics 520,No OS,704.37,23976
705,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,833,Intel HD Graphics 620,Windows 10,705.37,42357.6
706,Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,1GB,834,Intel UHD Graphics 620,Windows 10,706.37,53226.72
707,Lenovo,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,835,Nvidia Quadro M520M,Windows 7,707.37,98834.4
708,Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8GB,836,Intel HD Graphics 520,Windows 10,708.37,63456.48
709,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9620P 2.5GHz,6GB,837,AMD Radeon 530,Windows 10,709.37,34898.9328
710,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,838,Nvidia GeForce GTX 1050 Ti,Windows 10,710.37,66546.72
711,Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8GB,839,Nvidia GeForce 930MX,Linux,711.37,58021.92
712,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,840,Intel HD Graphics 620,Linux,712.37,38681.28
713,Asus,Notebook,14,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,841,Intel HD Graphics 500,Windows 10,713.37,15877.44
714,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,16GB,842,Intel HD Graphics 620,Windows 10,714.37,76012.4448
715,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,843,Nvidia GeForce 920MX,Windows 10,715.37,45664.6896
716,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,844,Intel HD Graphics 620,Windows 10,716.37,62817.12
717,Lenovo,Notebook,15.6,1366x768,AMD A6-Series 7310 2GHz,4GB,845,AMD Radeon R4,Windows 10,717.37,15877.44
718,Mediacom,Notebook,14,IPS Panel Full HD 1920x1200,Intel Atom Z8350 1.92GHz,4GB,846,Intel HD Graphics 400,Windows 10,718.37,14119.2
719,HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,847,Nvidia GeForce 930MX,Windows 10,719.37,63936
720,Lenovo,Ultrabook,14,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6500U 2.5GHz,64GB,848,Intel HD Graphics 520,Windows 10,720.37,89864.1792
721,HP,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8GB,849,Intel HD Graphics 620,Windows 10,721.37,44574.048
722,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,850,Intel HD Graphics 620,Windows 10,722.37,79866.72
723,Dell,Gaming,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32GB,851,Nvidia GeForce GTX 1070,Windows 10,723.37,194972.832
724,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,852,Nvidia GeForce GTX 1050 Ti,Windows 10,724.37,71847.0144
725,Lenovo,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,853,Intel HD Graphics 620,No OS,725.37,26101.872
652,Lenovo,2 in 1 Convertible,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,854,Intel HD Graphics 620,No OS,726.37,60199.84426
727,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,855,Intel HD Graphics 620,Windows 10,727.37,34578.72
728,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,856,AMD Radeon R7 M445,Linux,728.37,31409.6256
729,HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4GB,857,AMD Radeon 520,Windows 10,729.37,26053.92
730,Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,858,Nvidia GeForce GTX 1060,Windows 10,730.37,103096.8
731,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,12GB,859,Intel HD Graphics 620,Windows 10,731.37,34578.72
732,HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6GB,860,AMD Radeon 520,Windows 10,732.37,34632
733,Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,861,Intel HD Graphics 620,Windows 10,733.37,29783.52
734,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,862,Intel HD Graphics 620,Windows 10,734.37,51148.8
735,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,863,Intel HD Graphics 620,Windows 10,735.37,41505.12
736,HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,864,Nvidia Quadro M2200,Windows 10,736.37,128884.32
737,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,865,Intel UHD Graphics 620,Windows 10,737.37,35111.52
738,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,866,Nvidia GeForce GTX 1060,Windows 10,738.37,111593.8944
739,Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,867,Intel HD Graphics 520,Windows 10,739.37,21887.424
740,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,868,Nvidia GeForce 940MX,Windows 10,740.37,64308.96
741,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8GB,869,Intel HD Graphics 520,Windows 10,741.37,35431.2
742,Toshiba,Notebook,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,870,Intel HD Graphics 620,Windows 10,742.37,81784.8
743,Lenovo,2 in 1 Convertible,14,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,871,Intel HD Graphics 620,Windows 10,743.37,53226.72
744,Lenovo,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16GB,872,Nvidia Quadro M520M,Windows 10,744.37,175770.72
745,Acer,Notebook,14,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,873,Intel HD Graphics 400,Chrome OS,745.37,17582.4
746,Samsung,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,874,Intel HD Graphics 620,Windows 10,746.37,87858.72
652,Samsung,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,16GB,875,Intel HD Graphics 620,Windows 10,747.37,60199.84426
748,Dell,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,8GB,876,Intel HD Graphics 620,Windows 10,748.37,60031.1088
749,HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Xeon E3-1535M v5 2.9GHz,16GB,877,Nvidia Quadro M2000M,Windows 7,749.37,233845.92
750,Lenovo,Netbook,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,878,Intel HD Graphics 400,Windows 10,750.37,25308
751,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,879,Intel HD Graphics 520,Windows 10,751.37,101232
752,Asus,Notebook,15.6,1366x768,Intel Core i5 6300HQ 2.3GHz,4GB,880,Nvidia GeForce GTX 950M,No OS,752.37,30849.12
652,Asus,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,4GB,881,Nvidia GeForce GTX 950M,No OS,753.37,60199.84426
754,Asus,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,4GB,882,Intel HD Graphics 620,Windows 10,754.37,45282.672
755,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8GHz,8GB,883,Intel HD Graphics 540,Windows 10,755.37,63882.72
756,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,884,Nvidia GeForce GTX 1050,Windows 10,756.37,58554.72
757,HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,885,Nvidia Quadro M1000M,Windows 7,757.37,83170.08
758,Dell,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,886,Nvidia GeForce GTX 1070,Windows 10,758.37,152859.7872
759,Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,887,Intel HD Graphics 620,Windows 10,759.37,31914.72
760,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,888,Nvidia GeForce GTX 1050,Windows 10,760.37,55837.44
761,Dell,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16GB,889,Intel HD Graphics 620,Windows 10,761.37,99047.52
762,Google,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8GB,890,Intel HD Graphics 615,Chrome OS,762.37,83063.52
763,Asus,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,891,Intel HD Graphics 620,Windows 10,763.37,60153.12
764,Dell,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4GB,892,Intel HD Graphics 520,Windows 10,764.37,45234.72
765,Acer,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,4GB,893,Intel HD Graphics 520,Windows 10,765.37,34898.4
766,Asus,Notebook,17.3,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,894,Nvidia GeForce 920MX,Windows 10,766.37,25059.7152
767,Dell,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16GB,895,Nvidia GeForce GTX 960M,Windows 10,767.37,58554.72
768,Samsung,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,896,Intel HD Graphics 620,Windows 10,768.37,85194.72
769,Acer,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,897,Intel HD Graphics 505,Linux,769.37,15877.44
770,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,898,AMD Radeon R7 M445,Windows 10,770.37,62938.0656
771,Samsung,2 in 1 Convertible,15,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,899,AMD Radeon 540,Windows 10,771.37,95850.72
772,Toshiba,Notebook,14,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,4GB,900,Intel HD Graphics 520,Windows 10,772.37,54345.6
773,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,901,Nvidia GeForce GTX 1050,Windows 10,773.37,58554.72
652,Dell,2 in 1 Convertible,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,902,Nvidia GeForce GTX 1050,Windows 10,774.37,60199.84426
775,Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,903,Nvidia GeForce 940MX,Windows 10,775.37,44701.92
776,Lenovo,Notebook,15.6,4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16GB,904,Nvidia Quadro M2000M,Windows 7,776.37,126273.6
777,Acer,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,905,Intel HD Graphics 620,Windows 10,777.37,33886.08
778,Razer,Gaming,14,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,906,Nvidia GeForce GTX 1060,Windows 10,778.37,154458.72
779,Asus,Notebook,15.6,1920x1080,Intel Pentium Dual Core N4200 1.1GHz,8GB,907,Intel HD Graphics 505,Windows 10,779.37,31003.632
780,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,908,Nvidia GeForce GTX 1070M,Windows 10,780.37,191211.264
781,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,909,Nvidia GeForce GTX 1070,Windows 10,781.37,125208
782,Toshiba,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16GB,910,Nvidia GeForce 930M,Windows 10,782.37,93985.92
783,Lenovo,Notebook,15.6,1366x768,Intel Celeron Quad Core N3710 1.6GHz,8GB,911,Intel HD Graphics 405,No OS,783.37,17529.12
784,Lenovo,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,912,Intel HD Graphics 620,Windows 10,784.37,122490.72
785,MSI,Gaming,14,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,913,Nvidia GeForce GTX 1060,Windows 10,785.37,100752.48
786,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,914,Nvidia GeForce GTX 1050,Windows 10,786.37,58021.92
787,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,4GB,915,Nvidia GeForce GTX 1050,Windows 10,787.37,53226.72
788,Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,916,Nvidia GeForce GTX 1060,Windows 10,788.37,122490.72
789,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,917,Nvidia GeForce GTX 1050,Windows 10,789.37,52480.8
790,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,918,Nvidia GeForce GTX1060,Windows 10,790.37,71341.92
791,Vero,Notebook,14,1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,919,Intel HD Graphics 500,Windows 10,791.37,10810.512
792,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,920,Intel HD Graphics 620,Windows 10,792.37,104961.6
793,Lenovo,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,921,AMD Radeon R7 M460,Windows 10,793.37,51095.52
794,Apple,Ultrabook,12,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8GB,922,Intel HD Graphics 5300,Mac OS X,794.37,62071.2
795,Lenovo,2 in 1 Convertible,14,IPS Panel Touchscreen 2560x1440,Intel Core i5 7200U 2.5GHz,8GB,923,Intel HD Graphics 620,Windows 10,795.37,124142.4
796,Asus,Notebook,14,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,924,Intel HD Graphics 500,Windows 10,796.37,15930.72
797,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,925,Intel HD Graphics 620,Windows 10,797.37,43156.8
798,Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,926,Intel HD Graphics 620,Windows 10,798.37,71874.72
799,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8GB,927,AMD Radeon R5 M420X,Windows 10,799.37,39373.92
800,HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,928,Nvidia Quadro M2200,Windows 10,800.37,110017.872
801,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,929,Intel HD Graphics 620,Windows 10,801.37,58554.72
802,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,930,Intel HD Graphics 620,Windows 10,802.37,79866.72
803,Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 7300HQ 2.5GHz,8GB,931,Nvidia GeForce GTX 1050,Windows 10,803.37,93186.72
804,Dell,Netbook,11.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,932,Intel HD Graphics 505,Windows 10,804.37,39640.32
805,HP,Netbook,12.5,1366x768,Intel Core i5 7300U 2.6GHz,8GB,933,Intel HD Graphics 620,Windows 10,805.37,74005.92
806,Toshiba,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,934,Intel HD Graphics 520,Windows 10,806.37,41558.4
807,HP,Notebook,15.6,1366x768,AMD A12-Series 9700P 2.5GHz,8GB,935,AMD Radeon R7 Graphics,Windows 10,807.37,33513.12
808,Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,936,Nvidia GeForce GTX 1050 Ti,Windows 10,808.37,89457.12
809,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,937,Nvidia GeForce 920M,Windows 10,809.37,32447.52
810,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,938,AMD Radeon RX 580,Windows 10,810.37,93186.72
811,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,939,Nvidia GeForce GTX 1070,Windows 10,811.37,128671.2
812,Samsung,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,940,Intel HD Graphics 620,Windows 10,812.37,79866.72
813,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,941,Nvidia GeForce GT 940MX,Windows 10,813.37,51202.08
814,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,942,AMD Radeon R5 M420,Windows 10,814.37,42081.0768
815,Lenovo,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,943,Intel HD Graphics 620,Windows 10,815.37,99047.52
816,Razer,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.5GHz,16GB,944,Intel HD Graphics 620,Windows 10,816.37,95850.72
817,HP,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,945,Intel HD Graphics 400,Chrome OS,817.37,20512.8
818,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,946,Nvidia GeForce GTX 1060,Windows 10,818.37,133467.4656
819,Dell,Notebook,14,1366x768,Intel Core i5 6200U 2.3GHz,4GB,947,Intel HD Graphics 520,Windows 10,819.37,40226.4
820,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,948,Intel HD Graphics 520,Windows 10,820.37,26101.872
821,Toshiba,Ultrabook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,949,Intel HD Graphics 620,Windows 10,821.37,58075.2
822,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,950,Intel HD Graphics 620,Windows 10,822.37,133146.72
823,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,951,Nvidia GeForce GTX 1050,Windows 10,823.37,63882.72
824,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,952,Intel HD Graphics 620,Windows 10,824.37,99900
825,Toshiba,Notebook,14,1366x768,Intel Pentium Dual Core 4405U 2.1GHz,4GB,953,Intel HD Graphics 510,Windows 10,825.37,26586.72
826,Asus,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,954,Intel HD Graphics 620,Windows 10,826.37,72354.24
827,Dell,Notebook,14,1366x768,Intel Core i3 6006U 2GHz,4GB,955,Intel HD Graphics 520,Windows 10,827.37,31168.8
828,Acer,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,956,Intel HD Graphics 400,Chrome OS,828.37,18914.4
829,Acer,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8GB,957,Intel HD Graphics 620,Windows 10,829.37,32980.32
830,Razer,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32GB,958,Nvidia GeForce GTX 1080,Windows 10,830.37,292986.72
831,Lenovo,Ultrabook,14,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,959,Intel HD Graphics 520,Windows 10,831.37,111834.72
832,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,960,Nvidia GeForce 920,Linux,832.37,27652.32
833,Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,961,Intel HD Graphics 520,Windows 10,833.37,63190.08
834,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,962,Intel HD Graphics 620,Windows 10,834.37,87912
835,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,963,Nvidia GeForce GTX 1070,Windows 10,835.37,147832.2864
836,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,964,Nvidia GeForce GTX 1070,Windows 10,836.37,128884.32
837,Toshiba,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,965,Intel HD Graphics 620,Windows 10,837.37,35644.32
838,Lenovo,Notebook,14,1366x768,Intel Celeron Quad Core N3160 1.6GHz,4GB,966,Intel HD Graphics 400,Chrome OS,838.37,17316
839,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,967,Intel HD Graphics 620,Windows 10,839.37,31435.2
840,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,968,Nvidia GeForce GTX 1060,Windows 10,840.37,95850.72
841,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,969,Nvidia GeForce GTX 1070,Windows 10,841.37,163723.5792
842,HP,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8GB,970,Nvidia GeForce 930MX,Windows 10,842.37,48484.8
843,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,971,Intel HD Graphics 620,Windows 10,843.37,38041.3872
844,HP,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,972,Intel HD Graphics 520,Windows 7,844.37,99633.6
845,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,973,AMD Radeon R5 M420,Windows 10,845.37,39373.92
846,HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,974,Intel HD Graphics 500,Chrome OS,846.37,32767.2
847,Asus,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,975,Nvidia GeForce 940M,Windows 10,847.37,54665.28
